ID,User ID,Game Level,Player Score,"Player Score Loss 
(Low Quality)",Player Score Loss (Tardiness),AI Score,"AI Score Loss 
(Low Quality)","AI Score Loss 
(Tardiness)",User Strategy Index,User Strategy Description
c5e668d3-c93e-40ec-a6ff-1694cd0e2d8c,a006caa9-3fcc-44bc-a11c-9da67d649438,1,93.89%,5.00%,1.11%,92.78%,7.22%,0.00%,100010,
228ce6e3-a78d-4109-a4cd-534adc8bd38a,b94ac41c-879d-48e5-8e84-9f01617b2d9f,3,77.75%,6.52%,13.26%,79.10%,7.87%,9.21%,100010,
ee130465-a7f0-4b0e-afae-a3ea4775b9b7,b94ac41c-879d-48e5-8e84-9f01617b2d9f,4,73.93%,13.26%,11.24%,71.24%,19.33%,8.54%,100010,
0bf01cb7-374c-48c3-b7d9-bd027b5e4029,1f9960e5-6fb0-49fa-a007-4418627803e5,2,82.50%,15.83%,1.67%,92.22%,6.94%,0.83%,101010,
65ec70ef-f4ff-45b9-934c-0585afc66800,ba6ec962-9dcd-42a9-936e-5d61183964c7,1,86.39%,13.61%,1.11%,92.22%,6.11%,2.50%,101110,
0e3b045f-18f8-4c51-84c6-34b79aa7d81f,ba6ec962-9dcd-42a9-936e-5d61183964c7,1,92.22%,6.94%,0.83%,94.44%,5.56%,1.94%,101110,
23cf4329-b73f-4801-91e7-7b46661f630f,ba6ec962-9dcd-42a9-936e-5d61183964c7,2,85.56%,14.44%,0.00%,89.44%,9.72%,0.83%,101110,
fa3fce7c-655f-4773-bf4b-e933e305b391,ba6ec962-9dcd-42a9-936e-5d61183964c7,3,85.84%,12.58%,0.90%,88.09%,8.09%,5.17%,101110,
bae2b8d3-ebb0-4bf2-b908-3506b086f5a8,6c7b89ea-40b3-4a63-a0b6-f31bed58501a,1,79.44%,16.39%,2.22%,92.22%,7.78%,0.00%,100110,
ac8d4729-b496-4948-acf3-b583342a8cc3,1f9960e5-6fb0-49fa-a007-4418627803e5,2,93.33%,6.67%,0.00%,91.94%,8.06%,0.00%,101010,
b6e90ff6-d283-4282-9c33-6f39b1df89d9,ba6ec962-9dcd-42a9-936e-5d61183964c7,5,72.58%,15.51%,11.69%,65.73%,9.78%,24.49%,101110,
95e86558-ff61-49a9-98d4-92ec5f4c75b9,6c7b89ea-40b3-4a63-a0b6-f31bed58501a,1,90.56%,9.44%,0.00%,90.83%,8.33%,0.83%,101100,
a27838df-e4f1-4be4-abed-cd83abe9afb4,0f745cd1-8205-4aee-8fae-1f89c5abb222,1,89.44%,10.56%,0.00%,95.00%,5.00%,0.00%,100110,
8e171504-015f-4f5d-9f89-9ff4671161ae,ba6ec962-9dcd-42a9-936e-5d61183964c7,6,49.21%,29.44%,21.12%,54.61%,23.15%,24.38%,101110,
53536a67-546f-4a4b-91e0-66de2d1e25e6,6c7b89ea-40b3-4a63-a0b6-f31bed58501a,1,98.06%,1.94%,0.00%,94.17%,5.83%,0.00%,101100,
a1acf148-3cc9-433e-927e-a88235f92013,a006caa9-3fcc-44bc-a11c-9da67d649438,1,98.06%,1.94%,0.00%,93.61%,6.39%,0.00%,101000,
ef9f85b2-6ffa-46be-8b27-b2317b54d1bb,1f9960e5-6fb0-49fa-a007-4418627803e5,4,73.93%,15.96%,6.74%,68.54%,18.20%,9.66%,101010,
880ebfb7-f269-47e2-8db7-ca2cb1703811,a006caa9-3fcc-44bc-a11c-9da67d649438,3,87.19%,7.87%,4.72%,86.97%,5.17%,7.87%,101000,
44387774-f9e7-4d9e-8fd1-8d0621080137,bc1db599-83f9-4e6f-af7e-c8c5bc1dbfcc,1,81.94%,18.06%,0.00%,91.94%,8.06%,1.11%,100010,
60892c8e-d2b8-43df-9585-606a71b6ccd6,a006caa9-3fcc-44bc-a11c-9da67d649438,4,71.46%,15.73%,10.56%,67.19%,17.30%,12.13%,100100,
16c220d8-5de0-4b74-9ba4-a4f823a3dabd,0f745cd1-8205-4aee-8fae-1f89c5abb222,4,74.38%,10.79%,11.69%,68.76%,15.73%,11.91%,101111,
2d15fb9c-957e-44e6-bfc1-9a06a5f8d647,6c7b89ea-40b3-4a63-a0b6-f31bed58501a,2,79.17%,16.67%,2.22%,86.39%,13.61%,0.00%,101100,
0d11ec0f-96cc-486d-816d-1099ff2e036c,1f9960e5-6fb0-49fa-a007-4418627803e5,5,76.07%,11.69%,11.24%,69.10%,8.65%,19.33%,100100,
8acdbcc6-62c8-4672-9cc3-b99c9e506aed,bc1db599-83f9-4e6f-af7e-c8c5bc1dbfcc,2,72.78%,17.22%,5.00%,83.06%,14.17%,2.78%,100010,
56babf82-61a6-490d-a0f7-f2fa42abfc26,6c7b89ea-40b3-4a63-a0b6-f31bed58501a,2,58.06%,10.83%,12.50%,90.56%,9.44%,0.00%,101100,
29e0a46f-290f-48f3-9fc5-a6e20c80949b,6c7b89ea-40b3-4a63-a0b6-f31bed58501a,2,91.11%,8.89%,0.00%,92.78%,7.22%,0.00%,101100,
34873f3d-5c5b-49be-9872-06aac3788e6b,0f745cd1-8205-4aee-8fae-1f89c5abb222,5,75.17%,12.13%,12.81%,65.06%,9.78%,24.04%,101100,
29d4c734-23d2-47eb-b469-81e0a4f53896,a006caa9-3fcc-44bc-a11c-9da67d649438,5,70.34%,13.15%,15.73%,64.49%,8.88%,24.27%,100100,
832b2a7e-98b6-454b-bdf8-f52c37c18b8a,bc1db599-83f9-4e6f-af7e-c8c5bc1dbfcc,3,68.54%,7.19%,15.28%,86.74%,4.94%,6.74%,101000,
f6772d09-83e8-46a8-8de8-8dad333e2406,6c7b89ea-40b3-4a63-a0b6-f31bed58501a,2,83.61%,10.00%,3.89%,89.44%,10.56%,0.00%,101100,
5528992f-3668-420b-8d1e-2dc94933ed76,6c7b89ea-40b3-4a63-a0b6-f31bed58501a,2,93.89%,6.11%,0.00%,92.22%,6.94%,0.83%,101100,
653a26e2-ad06-41d3-9641-42bf899a5d93,bc1db599-83f9-4e6f-af7e-c8c5bc1dbfcc,4,57.75%,13.03%,26.97%,69.66%,17.98%,11.69%,101000,
97395f5b-aca2-4e8d-b42f-20f8747b9cc3,6c7b89ea-40b3-4a63-a0b6-f31bed58501a,3,65.62%,11.01%,6.52%,82.02%,4.27%,10.11%,101100,
094441d7-567d-47c0-b286-d08de2d9d0c8,a006caa9-3fcc-44bc-a11c-9da67d649438,6,51.91%,22.25%,27.53%,54.61%,23.15%,23.71%,101011,
9f558c87-3ba2-48bf-97be-1f5ec05e946f,6c7b89ea-40b3-4a63-a0b6-f31bed58501a,3,50.79%,10.79%,6.97%,86.52%,4.94%,7.42%,101100,
5945b733-acb2-471f-bad0-511f5d728b0c,6c7b89ea-40b3-4a63-a0b6-f31bed58501a,4,43.82%,9.44%,9.89%,74.61%,13.48%,10.11%,101100,
5604638f-eedd-4a11-87d5-39307772247b,6c7b89ea-40b3-4a63-a0b6-f31bed58501a,5,75.06%,7.75%,16.40%,76.07%,4.27%,18.76%,101100,
cb2690e3-0544-495a-be07-8abb0f0c9e3f,6c7b89ea-40b3-4a63-a0b6-f31bed58501a,6,49.55%,24.61%,22.92%,48.99%,22.36%,26.40%,101100,
2c05a74c-267b-4cad-b4ed-eb6c71658a20,195e1543-e461-441e-98e6-d6c6212d7e00,1,83.89%,16.11%,0.00%,96.67%,3.33%,0.00%,100110,
6a832e06-7593-424a-845b-a2a862e5ab30,195e1543-e461-441e-98e6-d6c6212d7e00,2,78.33%,18.33%,2.50%,91.11%,8.89%,0.00%,101101,
fda7f26c-66a7-4357-ab1f-c6b6eddce816,195e1543-e461-441e-98e6-d6c6212d7e00,3,79.33%,16.40%,3.37%,85.39%,4.94%,8.99%,101011,
61980e99-a3d7-4779-872a-f4d7a393cd1d,a7a9e7d7-2424-4d85-a54e-70bd637d8920,1,79.44%,20.56%,0.00%,95.28%,4.72%,0.00%,100010,
ff1dbe51-e762-4758-86be-86a40be682b7,195e1543-e461-441e-98e6-d6c6212d7e00,4,68.76%,15.73%,13.93%,70.56%,13.93%,12.58%,101111,
c78a158c-1e3b-4219-8a07-f86abf62e50d,195e1543-e461-441e-98e6-d6c6212d7e00,5,69.44%,16.74%,13.82%,67.64%,9.44%,21.80%,101011,
f94bccf2-4179-4ea0-9fd3-a1daa852d607,195e1543-e461-441e-98e6-d6c6212d7e00,6,44.16%,29.21%,27.08%,52.58%,21.01%,27.75%,100111,
00461dd0-c648-420c-92b4-d3f060168e5d,a7a9e7d7-2424-4d85-a54e-70bd637d8920,2,75.28%,23.89%,0.00%,89.44%,10.56%,0.00%,101010,
e56488f2-7fe9-408f-bdba-e151ba790169,195e1543-e461-441e-98e6-d6c6212d7e00,1,86.94%,10.83%,1.11%,92.78%,4.44%,2.78%,101001,
b92029ff-036d-461d-980f-6ef085d9db4d,195e1543-e461-441e-98e6-d6c6212d7e00,1,85.28%,14.72%,0.00%,93.61%,5.56%,2.50%,100111,
02cfca78-7132-49bd-87e5-dd559b8ca093,195e1543-e461-441e-98e6-d6c6212d7e00,3,90.56%,6.52%,2.92%,85.39%,8.99%,5.39%,100111,
0cb11056-180a-4fd0-97b6-adecd8ed7721,195e1543-e461-441e-98e6-d6c6212d7e00,1,90.00%,10.00%,0.00%,97.78%,2.22%,0.00%,101010,
44459d12-14cf-4789-9cd3-7b8439e1d341,195e1543-e461-441e-98e6-d6c6212d7e00,1,90.28%,9.72%,0.00%,95.56%,4.44%,1.11%,100111,
22ecd242-dfec-42ab-94d5-ce07608c9cc2,195e1543-e461-441e-98e6-d6c6212d7e00,4,65.39%,22.70%,10.11%,64.94%,17.53%,15.51%,100011,
a80cf030-d816-48c1-b160-c1f665c9c49d,a7a9e7d7-2424-4d85-a54e-70bd637d8920,4,71.69%,27.19%,0.45%,72.81%,17.98%,6.52%,101010,
2fd4c8de-09ea-41c6-a72f-7ea9e6424964,a7a9e7d7-2424-4d85-a54e-70bd637d8920,5,78.20%,16.29%,5.51%,68.54%,9.10%,21.80%,101010,
60550cf0-a4b8-4428-abc5-0b88b36856b4,a7a9e7d7-2424-4d85-a54e-70bd637d8920,1,88.06%,11.94%,0.00%,89.17%,10.83%,0.00%,101010,
65e55c22-de7f-4cc3-89d3-f2dcb3a51ea0,a7a9e7d7-2424-4d85-a54e-70bd637d8920,2,80.83%,19.17%,0.00%,89.17%,9.72%,1.11%,100010,
7bef4363-e723-4248-9825-8502b229ae90,a7a9e7d7-2424-4d85-a54e-70bd637d8920,2,85.28%,14.72%,0.00%,86.94%,12.22%,0.83%,101010,
37859bc9-395a-49da-af69-42133b1a335f,a7a9e7d7-2424-4d85-a54e-70bd637d8920,3,81.35%,18.65%,0.00%,80.45%,8.76%,9.44%,101010,
45097542-87a8-4010-9acf-4735ace4532c,a7a9e7d7-2424-4d85-a54e-70bd637d8920,4,82.25%,15.96%,0.90%,67.42%,18.88%,12.36%,101010,
1a0f2e2b-67a9-4618-a3e3-71aaef95b051,a7a9e7d7-2424-4d85-a54e-70bd637d8920,5,76.07%,12.92%,12.36%,68.20%,9.78%,22.92%,101010,
c2c0414b-2c06-474d-b95f-67634f5ac6e7,a7a9e7d7-2424-4d85-a54e-70bd637d8920,6,57.19%,23.03%,18.43%,55.51%,19.89%,23.82%,101010,
91388e5c-2049-4d74-9afc-8bd1bb327a03,98d0fb87-17bf-41f6-8fbd-d5b0f05dbe3d,1,79.72%,20.28%,0.00%,95.56%,4.44%,0.00%,111000,More stars get more valuable tasks.
b44f3ec2-d5b0-47cf-a813-8cdcbae04d44,98d0fb87-17bf-41f6-8fbd-d5b0f05dbe3d,2,76.67%,23.33%,0.00%,88.89%,10.28%,0.83%,101000,
768cc38c-e996-42f3-9b62-0a1d434e9172,98d0fb87-17bf-41f6-8fbd-d5b0f05dbe3d,3,89.44%,8.99%,1.57%,83.15%,8.76%,9.44%,101010,
31ac2882-3882-49f6-9bd1-e36dab12ce68,98d0fb87-17bf-41f6-8fbd-d5b0f05dbe3d,4,71.24%,24.94%,2.25%,68.31%,17.53%,13.48%,101010,
5854a6f8-a576-4469-8940-9767b33f7dd0,98d0fb87-17bf-41f6-8fbd-d5b0f05dbe3d,5,74.94%,15.17%,9.21%,71.57%,8.20%,19.89%,101010,
39aed7c8-088e-4540-a776-05ee04de8019,98d0fb87-17bf-41f6-8fbd-d5b0f05dbe3d,6,62.81%,26.63%,12.58%,56.18%,20.45%,24.16%,100111,
15056325-5478-44d2-bc66-61d31ae86775,98d0fb87-17bf-41f6-8fbd-d5b0f05dbe3d,6,60.45%,28.09%,13.60%,57.19%,20.79%,21.24%,101110,
331831ef-914a-4143-9a79-e0db343d4d46,98d0fb87-17bf-41f6-8fbd-d5b0f05dbe3d,1,93.61%,6.39%,0.00%,96.94%,3.06%,0.00%,100010,
a3d25d46-c954-4789-a2e0-401cd523fac4,98d0fb87-17bf-41f6-8fbd-d5b0f05dbe3d,1,91.94%,8.06%,0.00%,94.72%,5.28%,1.11%,100010,
dc70bc61-c8d1-4f5a-9d33-45df14913c83,98d0fb87-17bf-41f6-8fbd-d5b0f05dbe3d,2,72.22%,22.50%,1.11%,93.06%,6.94%,0.00%,100111,
1e2e5bfc-ebdb-47bf-9d5c-617742082d66,98d0fb87-17bf-41f6-8fbd-d5b0f05dbe3d,2,80.56%,16.67%,2.78%,95.28%,4.72%,0.00%,100011,
28b1d864-1424-46a4-a3d0-5312fdc9a909,207feb88-94b6-4cb5-9426-3bfdac1c03dd,1,76.67%,23.33%,0.00%,90.56%,7.50%,4.44%,100010,
f8f5ba2d-a356-48fe-880b-683a8d36af8d,207feb88-94b6-4cb5-9426-3bfdac1c03dd,2,81.11%,15.00%,0.83%,91.11%,8.06%,0.83%,100010,
d019067d-6f7c-4af1-a4e3-ef1dd5b937ad,207feb88-94b6-4cb5-9426-3bfdac1c03dd,3,65.62%,15.28%,13.93%,87.42%,6.74%,4.94%,100110,
3a83a832-d14f-4507-b8de-4757b3ca6e32,207feb88-94b6-4cb5-9426-3bfdac1c03dd,4,52.81%,22.92%,23.37%,68.09%,15.96%,15.96%,100110,
517067f9-28dc-496f-bc9c-cbf9c3cb6f59,207feb88-94b6-4cb5-9426-3bfdac1c03dd,5,72.92%,23.93%,3.26%,72.81%,4.72%,21.01%,100110,
d0d172e9-5ed0-41f9-be4e-d268f1b24208,207feb88-94b6-4cb5-9426-3bfdac1c03dd,6,63.60%,32.47%,3.60%,56.07%,22.92%,23.82%,100100,
233a4630-2165-4bee-9b59-9c6166077943,c6ce4a13-be1b-41da-b8d0-6a3d33277bbe,1,82.22%,17.78%,0.00%,96.11%,3.06%,0.83%,110000,Didnt know how to play
1529052f-5af5-4595-9f7b-3d40f6755a68,c6ce4a13-be1b-41da-b8d0-6a3d33277bbe,1,78.61%,21.39%,0.00%,91.67%,7.22%,1.11%,100100,
078ebe82-6e98-4964-960d-323aefcd58cf,c6ce4a13-be1b-41da-b8d0-6a3d33277bbe,1,83.61%,16.39%,0.00%,92.78%,6.39%,0.83%,100010,
4f3042a3-a237-449b-9c26-e7fb676c1bd1,c6ce4a13-be1b-41da-b8d0-6a3d33277bbe,1,83.33%,16.67%,0.00%,91.11%,8.89%,0.00%,100010,
04fccf68-cf06-4216-b508-47fdf277f68a,c6ce4a13-be1b-41da-b8d0-6a3d33277bbe,1,82.78%,17.22%,0.00%,92.78%,6.39%,0.83%,100010,
06f8235e-5154-495e-9276-f2cc7a5d4875,207feb88-94b6-4cb5-9426-3bfdac1c03dd,1,91.94%,8.06%,0.00%,91.39%,8.61%,0.83%,100010,
032fa466-642f-44ae-b8a3-c7a1b3291bd2,207feb88-94b6-4cb5-9426-3bfdac1c03dd,2,93.89%,3.33%,0.00%,91.39%,8.61%,0.00%,100010,
ac8a2b86-2537-4ab7-827b-577cda2353f4,207feb88-94b6-4cb5-9426-3bfdac1c03dd,3,79.78%,9.44%,10.56%,84.27%,6.74%,8.99%,100110,
0befe7db-0d19-414a-9cd5-6c06e251ce78,63e23436-8c82-4016-ab76-c9c27ca2a832,1,90.00%,10.00%,0.00%,90.56%,8.61%,0.83%,100010,
352c9770-ba12-4723-972b-4e34513ec987,63e23436-8c82-4016-ab76-c9c27ca2a832,2,85.56%,7.78%,4.72%,89.72%,9.44%,0.83%,100010,
d64f2025-66ac-4b84-8d09-d8023f5dd1dd,63e23436-8c82-4016-ab76-c9c27ca2a832,3,85.39%,8.31%,5.62%,83.37%,3.60%,9.44%,100010,
1a2b3f76-ad2e-45aa-a407-f0d829b5ed07,63e23436-8c82-4016-ab76-c9c27ca2a832,4,70.11%,17.75%,8.76%,77.75%,14.38%,6.52%,100010,
11a11304-8f9b-46b8-9ead-0b37a49eda7e,63e23436-8c82-4016-ab76-c9c27ca2a832,5,76.40%,9.44%,13.93%,76.74%,5.28%,18.20%,100010,
0ae0028c-3554-4b59-bd4e-01d5b6f32636,63e23436-8c82-4016-ab76-c9c27ca2a832,1,95.00%,5.00%,0.00%,93.06%,6.94%,0.00%,100010,
0a093c79-5976-48bc-a19b-7089c2f24359,63e23436-8c82-4016-ab76-c9c27ca2a832,2,82.50%,12.50%,4.17%,89.72%,10.28%,0.83%,100010,
c083cfeb-2a47-4a7b-9ee3-3d3b0c79d802,c6ce4a13-be1b-41da-b8d0-6a3d33277bbe,1,90.83%,9.17%,0.00%,89.44%,8.89%,1.67%,100010,
abe2c9b5-625c-422f-b168-b70200d248a3,c6ce4a13-be1b-41da-b8d0-6a3d33277bbe,2,80.83%,18.06%,1.11%,87.22%,12.78%,0.00%,100001,
4e615cb6-65a0-4865-b9ef-c643c5b1f99d,c6ce4a13-be1b-41da-b8d0-6a3d33277bbe,2,78.89%,20.00%,0.00%,87.22%,12.78%,0.00%,100001,
d6e694a1-cc4c-46cf-af01-b46cbe85adfc,c6ce4a13-be1b-41da-b8d0-6a3d33277bbe,2,78.06%,20.00%,1.94%,90.83%,9.17%,0.00%,100001,
545a0431-4129-4d91-b904-d6089d314b8e,c6ce4a13-be1b-41da-b8d0-6a3d33277bbe,3,87.42%,7.87%,2.47%,83.60%,8.99%,4.49%,100010,
b88f8cf0-2aaf-413e-b60f-714907a4289b,c6ce4a13-be1b-41da-b8d0-6a3d33277bbe,4,58.43%,26.52%,13.26%,72.58%,13.48%,10.34%,100001,
d1c266c1-dec5-4b1c-b847-fb0695fcac72,98d0fb87-17bf-41f6-8fbd-d5b0f05dbe3d,1,96.39%,2.50%,1.11%,93.33%,5.00%,1.67%,100010,
27c0972a-aaae-4edb-a4f3-669c60ee65fe,98d0fb87-17bf-41f6-8fbd-d5b0f05dbe3d,2,90.00%,10.00%,0.00%,91.39%,8.61%,1.11%,100010,
9be6aecd-b069-4e4d-a050-6cb23505dad9,98d0fb87-17bf-41f6-8fbd-d5b0f05dbe3d,2,92.22%,7.78%,0.00%,91.39%,6.11%,2.50%,100011,
d7335976-6c67-440c-9269-b87b9bd58b02,98d0fb87-17bf-41f6-8fbd-d5b0f05dbe3d,6,53.93%,24.94%,19.89%,56.74%,21.24%,21.01%,100010,
ad5c970a-2c21-4c4f-ac07-e2b38de98ecb,98d0fb87-17bf-41f6-8fbd-d5b0f05dbe3d,6,50.22%,29.89%,20.56%,54.27%,21.57%,22.81%,100110,
ff265360-be39-42e3-840d-29f8bf544be8,2523c242-5d5b-41bf-bf3b-b36058a38443,3,74.16%,25.39%,0.45%,82.70%,9.21%,5.17%,100100,
e48aa3fa-574c-489d-9571-09dd259afd3e,2523c242-5d5b-41bf-bf3b-b36058a38443,4,69.66%,26.52%,3.82%,60.67%,23.37%,13.71%,101110,
1ac68957-8568-4ad2-b8d9-21e3f3b1b078,2523c242-5d5b-41bf-bf3b-b36058a38443,5,73.48%,22.13%,7.64%,65.28%,10.11%,24.72%,100100,
c2a0a13c-8e09-47f2-aae8-f77ef2db8b38,c6ce4a13-be1b-41da-b8d0-6a3d33277bbe,2,83.61%,13.06%,2.22%,91.94%,8.06%,0.00%,100010,
75369aa3-6277-4382-8b7e-e7c9004d4c69,c6ce4a13-be1b-41da-b8d0-6a3d33277bbe,5,55.62%,12.25%,31.80%,64.49%,8.88%,25.84%,101000,
2b4caabe-1f0f-49ec-aa69-2d4e09936ec8,c6ce4a13-be1b-41da-b8d0-6a3d33277bbe,6,46.07%,26.07%,31.01%,59.21%,21.69%,19.89%,100001,
90da1beb-7adf-456e-a1eb-ead4a5cef0db,be217719-d7f7-4b8f-9001-81c1729fe893,1,78.33%,21.67%,0.00%,89.72%,10.28%,0.00%,101000,
853f7ae9-66bf-4459-a4b3-93f6643d34bc,be217719-d7f7-4b8f-9001-81c1729fe893,2,71.67%,18.89%,5.83%,91.39%,8.61%,0.00%,101000,
3d594600-d734-4ade-be36-94f96d5659dc,be217719-d7f7-4b8f-9001-81c1729fe893,3,55.96%,15.73%,17.30%,84.04%,5.62%,7.64%,101000,
351fae2d-4e66-42d1-af00-822ad26329ae,0f745cd1-8205-4aee-8fae-1f89c5abb222,1,90.28%,9.72%,0.00%,91.67%,8.33%,1.67%,100010,
4be1cbce-71ff-4864-8a39-ad8e75822967,0f745cd1-8205-4aee-8fae-1f89c5abb222,1,93.33%,6.67%,0.00%,93.33%,6.67%,0.00%,100110,
d54137fa-69b6-4ad4-bda1-0f30f0188a19,0f745cd1-8205-4aee-8fae-1f89c5abb222,1,96.39%,3.61%,0.00%,96.39%,3.61%,0.00%,100100,
a8b9530c-0aea-4231-a2e9-7ffa04348d96,0f745cd1-8205-4aee-8fae-1f89c5abb222,1,95.83%,4.17%,0.00%,92.22%,7.78%,0.83%,101110,
981b755b-4658-4a7d-8e8f-f3307ae79270,0f745cd1-8205-4aee-8fae-1f89c5abb222,2,86.11%,11.94%,1.11%,87.50%,12.50%,0.00%,100010,
3d3a0d08-8de3-436d-849c-32daced42aca,0f745cd1-8205-4aee-8fae-1f89c5abb222,2,86.94%,11.94%,0.00%,89.17%,8.33%,2.50%,101000,
e89889a2-0b54-455c-8f0b-f5dcf128a26a,0f745cd1-8205-4aee-8fae-1f89c5abb222,2,83.61%,14.44%,1.94%,87.22%,10.83%,1.94%,101000,
a4763b28-9e4a-4aff-ba46-652d3213cb96,0f745cd1-8205-4aee-8fae-1f89c5abb222,2,89.72%,10.28%,0.00%,88.06%,10.28%,1.67%,100010,
e1832b73-5fc1-4623-ab0a-477416d8b802,97e6ae42-679e-4901-9f07-855aca912b2d,1,88.89%,11.11%,0.00%,93.33%,5.83%,1.94%,100011,
b8e71fe7-1131-43af-bed0-8d4d53e08476,97e6ae42-679e-4901-9f07-855aca912b2d,1,93.06%,6.94%,0.00%,90.28%,8.06%,1.67%,101010,
5cd76d27-e688-49e0-8338-1504f4b1f7fb,97e6ae42-679e-4901-9f07-855aca912b2d,2,80.83%,18.06%,1.11%,84.44%,12.78%,2.78%,100010,
43b6dc26-dd48-4c7d-8c7e-793fb3e299a4,97e6ae42-679e-4901-9f07-855aca912b2d,3,81.57%,16.18%,1.12%,87.19%,4.72%,5.62%,100001,
bc578fc6-a74c-4b22-bd0b-a0b26ec6f066,97e6ae42-679e-4901-9f07-855aca912b2d,4,75.06%,17.08%,7.42%,76.40%,12.13%,11.01%,100010,
e17a6a7b-0ad8-4480-a9bc-4ab6ec85abe1,97e6ae42-679e-4901-9f07-855aca912b2d,5,73.71%,12.81%,12.02%,75.96%,7.64%,15.28%,100010,
e7a65c6e-2ad8-4660-b50c-c079dde9ffee,97e6ae42-679e-4901-9f07-855aca912b2d,6,46.97%,22.47%,28.54%,47.64%,24.72%,28.20%,100001,
5c91aa67-bcce-4fc1-a570-fed9207acd1c,42029442-89e8-488a-bf77-1cf83b309a0f,1,67.22%,24.44%,8.33%,96.67%,3.33%,0.00%,101010,
33454909-be0c-4835-8b1d-c47eeffd3b95,42029442-89e8-488a-bf77-1cf83b309a0f,2,71.67%,14.44%,5.00%,89.72%,10.28%,0.00%,100110,
1cee543b-1a2f-44cf-b6bc-25fefcf87125,42029442-89e8-488a-bf77-1cf83b309a0f,3,73.03%,16.18%,8.09%,86.97%,7.42%,5.39%,100011,
4f15c2b7-b6cd-4f04-9a2d-d3efc6ca7161,42029442-89e8-488a-bf77-1cf83b309a0f,4,59.33%,17.30%,17.30%,65.17%,20.67%,13.03%,100011,
776bd17e-5c7b-46ed-babd-920bc59c802c,42029442-89e8-488a-bf77-1cf83b309a0f,5,62.13%,17.64%,23.03%,69.55%,7.42%,22.36%,100101,
255c4701-dea6-42fe-9827-f744517d0c95,42029442-89e8-488a-bf77-1cf83b309a0f,6,55.84%,27.75%,14.94%,51.91%,22.58%,25.73%,100110,
7071d46e-238d-4ea5-8703-8cea7d224cf1,cd9a2103-95b4-4518-a9b9-a98474ec4001,1,71.67%,28.33%,0.00%,87.50%,11.67%,4.44%,100110,
51353a2b-b23c-486e-af40-865ffb8447fd,cd9a2103-95b4-4518-a9b9-a98474ec4001,1,77.50%,22.50%,0.00%,94.72%,5.28%,0.00%,101000,
04dfcdb4-551e-4655-9053-84ac97e139fd,c8e8a3e9-4345-4fef-aafd-40b904568940,1,71.39%,28.61%,0.00%,92.50%,6.67%,0.83%,101010,
f266afc6-5457-49be-8ef8-b0fc08aff819,c8e8a3e9-4345-4fef-aafd-40b904568940,1,76.11%,23.89%,0.00%,90.00%,8.33%,3.61%,101010,
8f44a201-11a1-43eb-8852-d65ce313484e,c8e8a3e9-4345-4fef-aafd-40b904568940,2,73.61%,25.56%,0.00%,88.33%,7.22%,4.44%,101010,
921f7ec5-661a-4750-99b6-9ca59d34e9c2,c8e8a3e9-4345-4fef-aafd-40b904568940,3,80.90%,19.10%,0.00%,79.78%,8.99%,9.89%,101010,
b9ce7ad1-94cc-452e-808f-eabbacbf3f09,c8e8a3e9-4345-4fef-aafd-40b904568940,4,68.99%,29.44%,1.57%,66.97%,17.75%,15.06%,101010,
7f2bca16-0d84-4b71-bb6c-f92122ef7bc3,c8e8a3e9-4345-4fef-aafd-40b904568940,5,79.10%,20.22%,0.45%,62.92%,10.22%,26.63%,101010,
0841ac25-24f5-4c8c-82cf-7015250ebf5b,c8e8a3e9-4345-4fef-aafd-40b904568940,6,61.01%,23.60%,14.16%,48.65%,27.19%,28.20%,101010,
d90547be-7d22-4c53-a39b-8b7448221cf6,c8e8a3e9-4345-4fef-aafd-40b904568940,1,82.78%,17.22%,0.00%,93.89%,6.11%,0.00%,101010,
5d758b94-df91-4cbb-a3f6-8cddfd8ed6a3,c8e8a3e9-4345-4fef-aafd-40b904568940,1,89.72%,10.28%,0.00%,95.28%,4.72%,0.00%,101010,
888a10f4-bc0e-4752-80c9-acad149a880e,c8e8a3e9-4345-4fef-aafd-40b904568940,1,85.28%,14.72%,0.00%,93.89%,6.11%,1.94%,101010,
0e34a80b-18f7-41b2-8adf-f7514df6595a,c8e8a3e9-4345-4fef-aafd-40b904568940,1,86.67%,13.33%,0.00%,89.44%,8.06%,2.50%,101010,
4658ce93-06c4-49d5-81f3-25b4eadf1ad2,c8e8a3e9-4345-4fef-aafd-40b904568940,1,86.94%,13.06%,0.00%,91.94%,8.06%,0.83%,101010,
88d2c969-05e9-4065-bc24-3d97bf9db4d0,c8e8a3e9-4345-4fef-aafd-40b904568940,1,89.17%,8.61%,0.00%,96.11%,3.89%,0.83%,101010,
6507d4c8-9ebf-46b6-9c4b-c428bb64e5a3,c8e8a3e9-4345-4fef-aafd-40b904568940,1,88.33%,11.67%,0.00%,93.06%,6.94%,0.00%,101010,
60b7f68e-83c1-47e2-a241-a7e2128aab09,c8e8a3e9-4345-4fef-aafd-40b904568940,1,90.00%,9.17%,0.83%,88.33%,11.67%,1.11%,101010,
3401b2b3-752f-4af5-9540-7a2a6637be7f,c8e8a3e9-4345-4fef-aafd-40b904568940,2,77.78%,19.17%,0.00%,87.50%,12.50%,1.67%,101010,
